film_id,title,year,reviews,scariness
s0496,Bitter Ferry,2006,The sound design is not especially haunting. The pacing is eerie. The third act is silly. The first half is chilling. The middle hour is hardly gory. The soundtrack is doing a lot of work. The atmosphere is grisly. Every beat is tame.,5.1
s0497,Night Tower III',2008,"The director clearly loves the genre. The cast play it ominous. Every beat is eerie. That long hallway shot is sinister. I saw it in a full theatre, which helped. The first half is tedious. The premise is never once gruesome.",7.3
s0498,Far Room II,2010,"I saw it in a full theatre, which helped. Every beat is hardly gruesome. The third act is never brutal. The whole thing is silly. The final scene is chilling. The sound design is tame. The director clearly loves the genre.",4.1
s0499,Salt Tower,2010,"Every beat is boring. The third act is haunting. The pacing is gruesome. The ending is sinister. Ninety minutes, no padding.",6.4
s0500,Old Signal Returns,2006,"I saw it in a full theatre, which helped. Every beat is chilling. The whole thing is never once unsettling. The soundtrack is doing a lot of work. The cast play it gruesome.",5.8
s0501,Old Valley III,1998,"I saw it in a full theatre, which helped. The score is silly. The sound design is not tame. The middle hour is grisly. Every beat is gruesome.",5.2
s0502,Bright Hour,2014,"Every beat is gruesome. The soundtrack is doing a lot of work. That long hallway shot is not brutal. Ninety minutes, no padding.",5.7
s0503,Hollow Lantern III,2004,The middle hour is not especially silly. The third act is eerie. That long hallway shot is hardly unsettling. The final scene is brutal. The soundtrack is doing a lot of work. The score is terrifying. The pacing is grisly.,8.1
s0504,Green Market,2001,"The ending is brutal. The final scene is terrifying. Ninety minutes, no padding. The third act is eerie. The score is grisly. Shot on 16mm and it shows.",8.2
s0505,Night Ferry Redux',2007,That long hallway shot is tame. The pacing is not creepy. The score is not haunting. The ending is grisly. The premise is tedious. The trailer gives away too much.,2.2
s0506,Bitter Lantern II',1998,The sound design is silly. That long hallway shot is grisly. The cast is doing real work here. Worth seeing with an audience. The middle hour is predictable.,4.6
s0507,Wild Market,2017,The middle hour is tame. The pacing is creepy. Every beat is chilling. The soundtrack is doing a lot of work. The director clearly loves the genre.,5.9
s0508,Salt Station III,2003,The middle hour is hardly unsettling. The third act is never terrifying. The director clearly loves the genre.,3.2
s0509,Pale Hour,2011,The soundtrack is doing a lot of work. The trailer gives away too much. That long hallway shot is boring. The premise is never gruesome.,4.6
s0510,Bitter Room,2023,The whole thing is eerie. The pacing is never once gruesome. The cast is doing real work here. Shot on 16mm and it shows. The cast play it brutal.,5.9
s0511,The Hollow,2004,The cast play it gruesome. The final scene is sinister. The trailer gives away too much. The score is gory.,7.4
s0512,Cold Orchard Returns,2000,Every beat is tedious. The pacing is not remotely chilling. The soundtrack is doing a lot of work. The whole thing is sinister.,4.6
s0513,Low Hour,2014,"The sound design is tedious. The premise is chilling. The soundtrack is doing a lot of work. The pacing is boring. Ninety minutes, no padding. The whole thing is creepy.",5.5
s0514,Night Light Redux',2009,The premise is terrifying. The cast is doing real work here. The third act is eerie. The middle hour is brutal. The trailer gives away too much.,7.7
s0515,Grey Field III,2015,Worth seeing with an audience. The ending is bloody. The atmosphere is never boring. The score is unsettling. The trailer gives away too much. Every beat is tame. The sound design is not remotely gruesome. The first half is eerie.,7.5
s0516,Bright Field III',2006,"That long hallway shot is gory. Worth seeing with an audience. Ninety minutes, no padding. The sound design is silly. The third act is hardly brutal. The first half is chilling.",5.6
s0517,Last Orchard II,2018,"I saw it in a full theatre, which helped. Every beat is ominous. The first half is sinister. The ending is not remotely gory. The atmosphere is boring.",6.7
s0518,Small Station Returns,2010,"The final scene is never once tame. Ninety minutes, no padding. The whole thing is not silly.",6.3
s0519,Bitter Lantern Redux,2000,The premise is gruesome. The middle hour is not remotely chilling. The ending is silly. Worth seeing with an audience.,3.1
s0520,Low Garden Returns,2008,The score is sinister. The middle hour is tedious. The pacing is never once unsettling. The ending is gory. The trailer gives away too much.,4.7
s0521,Bitter Hour,2024,The cast play it not especially eerie. The pacing is gruesome. The middle hour is chilling. The atmosphere is sinister. The third act is never once grisly. Shot on 16mm and it shows.,6.4
s0522,Small Door,2020,The middle hour is gory. The whole thing is haunting. The trailer gives away too much. The cast is doing real work here. The ending is brutal.,6.6
s0523,Quiet Orchard II,2022,The whole thing is haunting. The trailer gives away too much. The cast is doing real work here.,5.6
s0524,Old House,2022,The middle hour is not unsettling. That long hallway shot is not especially sinister. The first half is gory. Worth seeing with an audience. The ending is not remotely tame. The final scene is grisly.,4.6
s0525,Pale Well Returns',2008,The pacing is predictable. Worth seeing with an audience. The atmosphere is ominous. The cast play it bloody.,5.5
s0526,Old Room,2008,The pacing is predictable. The premise is eerie. The sound design is grisly. The soundtrack is doing a lot of work.,5.9
s0527,Small Station Redux,2002,The whole thing is never once sinister. The ending is creepy. The cast is doing real work here. That long hallway shot is not bloody. The cast play it not especially haunting.,3.6
s0528,Low Mirror Returns,2011,The trailer gives away too much. Worth seeing with an audience.,4.9
s0529,Wild Tower,2014,"The first half is bloody. The trailer gives away too much. That long hallway shot is not remotely brutal. The sound design is boring. I saw it in a full theatre, which helped. The final scene is not especially sinister.",3.0
s0530,Bright Woods,2024,The soundtrack is doing a lot of work. The score is not remotely haunting. The atmosphere is tedious. The sound design is not tame. The cast play it hardly terrifying.,3.2
s0531,Winter Hollow,2000,"That long hallway shot is not brutal. Every beat is tame. I saw it in a full theatre, which helped. The sound design is eerie. Shot on 16mm and it shows. The ending is unsettling.",6.0
s0532,Bright Field II,2009,"Ninety minutes, no padding. The score is creepy. I saw it in a full theatre, which helped. The pacing is never once gory. The first half is never once ominous.",5.1
s0533,Pale Field Redux,2023,The first half is not creepy. The cast is doing real work here. The score is haunting.,5.0
s0534,Last Coast,2001,The soundtrack is doing a lot of work. The final scene is hardly brutal.,4.5
s0535,Green Door Returns,2007,"The pacing is terrifying. Ninety minutes, no padding. The cast is doing real work here.",6.1
s0536,Grey Hour Redux',2018,The whole thing is gruesome. Shot on 16mm and it shows. The premise is not especially ominous. The middle hour is tedious. Every beat is brutal.,4.9
s0537,Old Valley II,2005,The whole thing is eerie. The trailer gives away too much. The premise is grisly. The middle hour is gory. The cast play it sinister. The final scene is haunting.,9.4
s0538,Quiet Bridge II,2020,"The atmosphere is not remotely unsettling. The cast play it tame. The sound design is gruesome. The pacing is eerie. The first half is predictable. Ninety minutes, no padding. The final scene is brutal. I saw it in a full theatre, which helped.",4.3
s0539,Cold Bridge II,2009,"The pacing is never once tedious. The ending is never once eerie. The soundtrack is doing a lot of work. I saw it in a full theatre, which helped. The premise is not remotely silly. The middle hour is unsettling. The cast play it chilling. The final scene is brutal.",8.5
s0540,Near Harbour,2021,The ending is never once eerie. The atmosphere is hardly tedious. The score is chilling. The first half is never silly. The pacing is unsettling. The trailer gives away too much.,7.4
s0541,The House III',2008,"The pacing is not remotely boring. The atmosphere is chilling. Ninety minutes, no padding. The whole thing is eerie. The sound design is never tame.",8.2
s0542,Pale Hollow II,2007,Shot on 16mm and it shows. The atmosphere is boring. Every beat is gory. The whole thing is terrifying. The third act is creepy. The final scene is chilling.,8.0
s0543,The Hour II,2007,The trailer gives away too much. Shot on 16mm and it shows. The pacing is never boring. The ending is sinister.,6.7
s0544,The Door,2008,"That long hallway shot is not brutal. The premise is gory. I saw it in a full theatre, which helped. The first half is chilling.",6.5
s0545,Last Signal III,2002,"The premise is brutal. I saw it in a full theatre, which helped. The director clearly loves the genre.",5.9
s0546,Low Chapel,2000,The director clearly loves the genre. The score is never sinister.,4.1
s0547,Blue Ferry,2013,The trailer gives away too much. The final scene is never brutal. The whole thing is haunting. The first half is chilling. The score is grisly. The cast play it not especially creepy. The third act is never boring.,7.4
