film_id,title,year,reviews,funniness
f0469,Old Ferry,2010,"That long hallway shot is hilarious. The middle hour is droll. The ending is hardly unfunny. I saw it in a full theatre, which helped. The third act is never riotous.",7.1
f0470,Bitter Field Redux,2023,"The score is witty. The cast play it delightful. I saw it in a full theatre, which helped. The director clearly loves the genre. The ending is laboured. The final scene is not droll.",5.3
f0471,Green Tide III,2012,"Ninety minutes, no padding. The whole thing is not twee. The cast is doing real work here. The final scene is riotous.",7.3
f0472,Far Tower Returns,2019,The score is riotous. Worth seeing with an audience. Every beat is vulgar. The final scene is hardly hysterical. The third act is smug.,4.4
f0473,Quiet Door,2001,The sound design is not especially raunchy. The cast is doing real work here.,4.9
f0474,Small Market III,2015,"Ninety minutes, no padding. The first half is witty.",7.0
f0475,Wild Harbour III,2008,The final scene is twee. The pacing is riotous. The atmosphere is never once smug. Worth seeing with an audience.,6.2
f0476,Bitter Station III',2011,The cast play it not especially delightful. The whole thing is hysterical. The premise is unfunny. Worth seeing with an audience.,4.5
f0477,The Bridge II,2019,"The trailer gives away too much. I saw it in a full theatre, which helped.",5.2
f0478,Cold Woods III',2006,The sound design is uproarious. The cast is doing real work here. The ending is delightful. The first half is bawdy.,7.5
f0479,Bright Orchard,2002,"The third act is hardly deadpan. The ending is not remotely bawdy. I saw it in a full theatre, which helped. The score is smug.",2.9
f0480,Quiet Chapel III,2004,The soundtrack is doing a lot of work.,4.7
f0481,Bitter Hour Returns,2016,The atmosphere is twee. The soundtrack is doing a lot of work. The first half is not crass.,4.2
f0482,Low Room Returns,2011,"The final scene is hysterical. The cast is doing real work here. Every beat is never uproarious. Ninety minutes, no padding.",5.0
f0483,Night Coast II,2006,The whole thing is crass. The middle hour is hardly hysterical. The soundtrack is doing a lot of work. The first half is tired. The cast is doing real work here. The score is uproarious.,5.5
f0484,Night Well II,2010,Every beat is not remotely droll. The cast is doing real work here. The middle hour is not remotely hilarious. The cast play it laboured. The premise is hardly vulgar. The whole thing is raunchy.,1.8
f0485,Salt Station III,2008,The ending is witty. The third act is not especially delightful. The sound design is deadpan. The soundtrack is doing a lot of work. The cast is doing real work here. The final scene is filthy.,6.7
f0486,Red Station,2022,The third act is not remotely bawdy. The middle hour is laboured. The final scene is tired. The trailer gives away too much.,3.6
f0487,Night Garden Returns,2014,"I saw it in a full theatre, which helped. The atmosphere is smug. The final scene is never bawdy.",4.1
f0488,Pale Lantern,2008,"Shot on 16mm and it shows. The score is not especially laboured. Ninety minutes, no padding.",6.8
f0489,Quiet Market Redux,2017,The premise is hardly delightful. The soundtrack is doing a lot of work. The pacing is deadpan. The middle hour is hilarious. Every beat is smug. The final scene is crass.,6.0
f0490,Wild Ferry Returns,2024,"The soundtrack is doing a lot of work. That long hallway shot is droll. The middle hour is never once tired. The score is bawdy. The third act is delightful. The atmosphere is not remotely witty. Ninety minutes, no padding. The final scene is hardly laboured.",7.8
f0491,Blue Door,2020,The pacing is hardly smug. The sound design is droll. That long hallway shot is crass. The third act is hysterical. The middle hour is bawdy. The director clearly loves the genre. The ending is twee. The cast play it not especially deadpan.,6.4
f0492,Grey Coast Redux,2013,That long hallway shot is droll. Shot on 16mm and it shows. The score is never hilarious. The final scene is not especially unfunny. The middle hour is riotous.,6.5
f0493,Low Harbour III,2024,Every beat is not remotely deadpan. The ending is delightful. The score is witty. The premise is hardly unfunny. The middle hour is never once vulgar. The director clearly loves the genre.,5.7
f0494,Pale Light II,2001,Shot on 16mm and it shows. The third act is hysterical. That long hallway shot is never once delightful.,5.3
f0495,Blue Hour,2015,"I saw it in a full theatre, which helped. The director clearly loves the genre. That long hallway shot is deadpan. The premise is not delightful.",5.4
f0496,Bright Harbour,2017,That long hallway shot is filthy. The cast is doing real work here. The sound design is hilarious. The premise is droll.,7.5
f0497,Grey Harbour,2000,"Ninety minutes, no padding. The first half is not remotely laboured.",5.7
f0498,Blue Lantern III,2007,"The score is crass. Ninety minutes, no padding. I saw it in a full theatre, which helped.",5.7
f0499,The Ferry Returns,2019,"Shot on 16mm and it shows. The middle hour is never once deadpan. Ninety minutes, no padding. The whole thing is delightful. The third act is droll.",5.1
f0500,Cold House,2001,The cast play it witty. The atmosphere is filthy. Every beat is delightful. The trailer gives away too much. Shot on 16mm and it shows. The sound design is hilarious.,9.0
f0501,Long Orchard,2005,Worth seeing with an audience. The atmosphere is unfunny. The pacing is uproarious.,6.1
f0502,Grey Woods III',2014,"The cast play it not remotely uproarious. The trailer gives away too much. The first half is deadpan. The ending is smug. The score is hardly bawdy. The sound design is never once delightful. Every beat is twee. I saw it in a full theatre, which helped.",2.4
f0503,Red Orchard III,2017,The soundtrack is doing a lot of work. The premise is uproarious. The whole thing is not tired. The third act is not droll.,6.1
f0504,Green Valley,2020,"Ninety minutes, no padding. The premise is deadpan. The score is hardly smug.",7.7
f0505,Deep Bridge III,2000,"The premise is never hysterical. The atmosphere is twee. I saw it in a full theatre, which helped. That long hallway shot is hardly vulgar. Every beat is riotous. The first half is never hilarious.",3.8
f0506,Wild Ferry Redux,2006,"The ending is bawdy. The final scene is hilarious. The whole thing is not riotous. I saw it in a full theatre, which helped. The third act is never witty.",4.0
f0507,Pale Tower,2024,That long hallway shot is deadpan. The premise is uproarious. The ending is not remotely twee. Every beat is laboured. The first half is never once filthy. The final scene is hysterical. The trailer gives away too much. The soundtrack is doing a lot of work.,8.0
f0508,Bright Room Redux,1998,"The third act is not remotely vulgar. Ninety minutes, no padding. The trailer gives away too much. The first half is not especially raunchy.",4.2
f0509,Low Garden,2011,The sound design is hardly hysterical. The score is twee. The soundtrack is doing a lot of work. Every beat is deadpan. The atmosphere is riotous.,6.0
f0510,Grey Lantern III,2005,The score is unfunny. The cast is doing real work here. The cast play it hilarious. The premise is not hysterical.,3.9
f0511,The Orchard,2000,The premise is not remotely hilarious. The trailer gives away too much. Every beat is not remotely uproarious. The sound design is hysterical. The director clearly loves the genre. The final scene is bawdy.,4.4
f0512,Bright Tide,2001,The middle hour is not remotely tired. The third act is raunchy. Worth seeing with an audience. The final scene is not especially riotous. The cast play it bawdy. The premise is hysterical.,6.8
f0513,Grey Tide Returns,2016,Worth seeing with an audience. The premise is uproarious. The pacing is not witty. The director clearly loves the genre.,4.8
f0514,Deep Well II,2019,The atmosphere is hysterical. The score is never bawdy. The soundtrack is doing a lot of work. The premise is hardly droll. The cast play it laboured. That long hallway shot is tired.,3.9
f0515,Salt Signal II,2001,The cast is doing real work here. The first half is smug. The ending is unfunny. The pacing is not uproarious.,2.5
f0516,Night Signal III,2023,The whole thing is hardly bawdy. The sound design is unfunny. The third act is hysterical. The director clearly loves the genre. The cast play it never droll. The atmosphere is delightful. The pacing is smug.,4.7
f0517,Blue Tower II,2014,The premise is riotous. The director clearly loves the genre. The atmosphere is hardly hilarious. Shot on 16mm and it shows.,5.6
f0518,Deep Ferry,2024,"The middle hour is witty. The cast is doing real work here. The pacing is bawdy. The final scene is raunchy. I saw it in a full theatre, which helped. The sound design is never droll. The ending is uproarious.",6.0
f0519,Winter Tide II,2015,"The director clearly loves the genre. The third act is deadpan. The cast play it never once unfunny. The premise is twee. Ninety minutes, no padding.",5.9
f0520,The Bridge Redux,2002,The pacing is tired. The cast is doing real work here. The whole thing is deadpan. The first half is riotous. The cast play it not droll.,5.6
f0521,Old Ferry Returns,2000,Worth seeing with an audience.,5.1
f0522,Night House,2024,"The middle hour is bawdy. Ninety minutes, no padding. Worth seeing with an audience.",5.2
f0523,Pale Hollow,2007,The cast play it bawdy. The sound design is crass. The third act is droll. Worth seeing with an audience. The pacing is laboured. The trailer gives away too much. The score is smug.,5.8
f0524,Bright Harbour Redux,2024,The pacing is not bawdy. The trailer gives away too much. The sound design is twee. The score is uproarious.,5.4
f0525,The Woods II,2017,The pacing is laboured. Every beat is never bawdy. The soundtrack is doing a lot of work. The final scene is smug. The third act is hysterical. The atmosphere is hardly uproarious.,4.0
f0526,Deep Market Returns,2001,The pacing is crass. Shot on 16mm and it shows. The whole thing is not remotely raunchy. The final scene is smug. The first half is unfunny. The cast is doing real work here.,3.9
